source,siteid,Ecoregion
DEQ BURP,2016STWFA027,NorthernXericBasin
DEQ BURP,2016STWFA028,NorthernXericBasin
DEQ BURP,2016STWFA029,NorthernXericBasin
DEQ BURP,2016STWFA030,NorthernXericBasin
DEQ BURP,2016STWFA031,NorthernXericBasin
DEQ BURP,2016STWFA032,NorthernXericBasin
DEQ BURP,2016STWFA033,NorthernXericBasin
DEQ BURP,2016STWFA034,NorthernXericBasin
DEQ BURP,2016STWFA035,NorthernXericBasin
DEQ BURP,2016STWFA036,NorthernXericBasin
DEQ BURP,2016STWFA037,NorthernXericBasin
DEQ BURP,2016STWFA038,NorthernXericBasin
DEQ BURP,2016STWFA039,NorthernXericBasin
DEQ BURP,2016STWFA040,NorthernXericBasin
DEQ BURP,2016STWFA041,NorthernXericBasin
DEQ BURP,2016STWFA042,NorthernXericBasin
DEQ BURP,2016STWFA043,NorthernXericBasin
DEQ BURP,2016STWFA044,NorthernRockies
DEQ BURP,2016STWFA045,NorthernRockies
DEQ BURP,2016STWFA046,NorthernXericBasin
DEQ BURP,2016STWFA047,NorthernXericBasin
DEQ BURP,2016STWFA048,NorthernRockies
DEQ BURP,2016STWFA049,NorthernRockies
DEQ BURP,2016STWFA050,NorthernXericBasin
DEQ BURP,2016STWFA051,NorthernXericBasin
DEQ BURP,2016STWFA052,NorthernXericBasin
DEQ BURP,2016STWFA053,NorthernXericBasin
DEQ BURP,2016STWFA054,NorthernRockies
DEQ BURP,2016STWFA055,NorthernRockies
DEQ BURP,2016STWFA056,NorthernRockies
DEQ BURP,2016STWFA057,NorthernXericBasin
DEQ BURP,2016STWFA058,NorthernRockies
DEQ BURP,2016STWFA059,NorthernRockies
DEQ BURP,2016STWFA060,NorthernXericBasin
DEQ BURP,2016STWFA061,NorthernXericBasin
DEQ BURP,2016STWFA061,NorthernXericBasin
DEQ BURP,2016STWFA062,NorthernXericBasin
DEQ BURP,2016STWFA063,NorthernXericBasin
DEQ BURP,2016STWFA064,NorthernXericBasin
DEQ BURP,2017SBOIA001,NorthernXericBasin
DEQ BURP,2017SBOIA002,NorthernXericBasin
DEQ BURP,2017SBOIA003,NorthernXericBasin
DEQ BURP,2017SBOIA004,NorthernXericBasin
DEQ BURP,2017SBOIA005,NorthernXericBasin
DEQ BURP,2017SBOIA006,NorthernXericBasin
DEQ BURP,2017SBOIA007,NorthernXericBasin
DEQ BURP,2017SBOIA008,NorthernXericBasin
DEQ BURP,2017SBOIA009,NorthernXericBasin
DEQ BURP,2017SBOIA010,NorthernXericBasin
DEQ BURP,2017SBOIA011,NorthernRockies
DEQ BURP,2017SBOIA012,NorthernRockies
DEQ BURP,2017SBOIA013,NorthernRockies
DEQ BURP,2017SBOIA014,NorthernRockies
DEQ BURP,2017SBOIA015,NorthernRockies
DEQ BURP,2017SBOIA016,NorthernRockies
DEQ BURP,2017SBOIA017,NorthernRockies
DEQ BURP,2017SBOIA018,NorthernRockies
DEQ BURP,2017SBOIA019,NorthernRockies
DEQ BURP,2017SBOIA020,NorthernRockies
DEQ BURP,2017SBOIA021,NorthernRockies
DEQ BURP,2017SBOIA022,NorthernRockies
DEQ BURP,2017SBOIA023,NorthernRockies
DEQ BURP,2017SBOIA024,NorthernRockies
DEQ BURP,2017SBOIA025,NorthernRockies
DEQ BURP,2017SBOIA026,NorthernRockies
DEQ BURP,2017SBOIA027,NorthernRockies
DEQ BURP,2017SBOIA028,NorthernRockies
DEQ BURP,2017SBOIA029,NorthernRockies
DEQ BURP,2017SBOIA030,NorthernRockies
DEQ BURP,2017SBOIA031,NorthernRockies
DEQ BURP,2017SBOIA032,NorthernXericBasin
DEQ BURP,2017SBOIA033,NorthernRockies
DEQ BURP,2017SBOIA034,NorthernRockies
DEQ BURP,2017SBOIA035,NorthernRockies
DEQ BURP,2017SBOIA036,NorthernRockies
DEQ BURP,2017SBOIA037,NorthernRockies
DEQ BURP,2017SBOIA038,NorthernRockies
DEQ BURP,2017SBOIA039,NorthernRockies
DEQ BURP,2017SBOIA040,NorthernRockies
DEQ BURP,2017SBOIA041,NorthernRockies
DEQ BURP,2017SBOIA042,NorthernRockies
DEQ BURP,2017SBOIA043,NorthernRockies
DEQ BURP,2017SBOIA044,NorthernRockies
DEQ BURP,2017SBOIA045,NorthernRockies
DEQ BURP,2017SBOIA046,NorthernRockies
DEQ BURP,2017SBOIA047,NorthernRockies
DEQ BURP,2017SBOIA048,NorthernRockies
DEQ BURP,2017SBOIA049,NorthernRockies
DEQ BURP,2017SBOIA050,NorthernRockies
DEQ BURP,2017SBOIA051,NorthernRockies
DEQ BURP,2017SCDAA001,NorthernRockies
DEQ BURP,2017SCDAA002,NorthernRockies
DEQ BURP,2017SCDAA003,NorthernRockies
DEQ BURP,2017SCDAA004,NorthernRockies
DEQ BURP,2017SCDAA005,NorthernRockies
DEQ BURP,2017SCDAA006,NorthernRockies
DEQ BURP,2017SCDAA007,NorthernRockies
DEQ BURP,2017SCDAA008,NorthernRockies
DEQ BURP,2017SCDAA009,NorthernRockies
DEQ BURP,2017SCDAA010,NorthernRockies
DEQ BURP,2017SCDAA011,NorthernRockies
DEQ BURP,2017SCDAA012,NorthernRockies
DEQ BURP,2017SCDAA013,NorthernRockies
DEQ BURP,2017SCDAA014,NorthernRockies
DEQ BURP,2017SCDAA015,NorthernRockies
DEQ BURP,2017SCDAA016,NorthernRockies
DEQ BURP,2017SCDAA017,NorthernRockies
DEQ BURP,2017SCDAA018,NorthernRockies
DEQ BURP,2017SCDAA019,NorthernRockies
DEQ BURP,2017SCDAA020,NorthernRockies
DEQ BURP,2017SCDAA021,NorthernRockies
DEQ BURP,2017SCDAA022,NorthernRockies
DEQ BURP,2017SCDAA023,NorthernRockies
DEQ BURP,2017SCDAA024,NorthernRockies
DEQ BURP,2017SCDAA025,NorthernRockies
DEQ BURP,2017SCDAA026,NorthernRockies
DEQ BURP,2017SCDAA027,NorthernRockies
DEQ BURP,2017SCDAA028,NorthernRockies
DEQ BURP,2017SCDAA029,NorthernRockies
DEQ BURP,2017SCDAA030,NorthernRockies
DEQ BURP,2017SCDAA031,NorthernRockies
DEQ BURP,2017SCDAA032,NorthernRockies
DEQ BURP,2017SCDAA033,NorthernRockies
DEQ BURP,2017SCDAA034,NorthernRockies
DEQ BURP,2017SCDAA035,NorthernRockies
DEQ BURP,2017SCDAA036,NorthernRockies
DEQ BURP,2017SCDAA037,NorthernRockies
DEQ BURP,2017SCDAA038,NorthernRockies
DEQ BURP,2017SCDAA039,NorthernRockies
DEQ BURP,2017SCDAA040,NorthernRockies
DEQ BURP,2017SCDAA041,NorthernRockies
DEQ BURP,2017SDEQA0005,NorthernRockies
DEQ BURP,2017SDEQA0006,NorthernRockies
DEQ BURP,2017SDEQA0008,NorthernRockies
DEQ BURP,2017SDEQA0009,NorthernRockies
DEQ BURP,2017SDEQA0017,NorthernRockies
DEQ BURP,2017SDEQA0022,NorthernRockies
DEQ BURP,2017SDEQA0023,NorthernRockies
DEQ BURP,2017SDEQA0026,NorthernRockies
DEQ BURP,2017SDEQA0169,NorthernRockies
DEQ BURP,2017SDEQA0170,NorthernRockies
DEQ BURP,2017SDEQA0176,NorthernRockies
DEQ BURP,2017SDEQA0180,NorthernRockies
DEQ BURP,2017SDEQA0183,NorthernRockies
DEQ BURP,2017SDEQA0192,NorthernRockies
DEQ BURP,2017SDEQA0196,NorthernRockies
DEQ BURP,2017SDEQA0200,NorthernRockies
DEQ BURP,2017SDEQA0214,NorthernRockies
DEQ BURP,2017SDEQA0219,NorthernRockies
DEQ BURP,2017SDEQA0339,NorthernRockies
DEQ BURP,2017SDEQA0342,NorthernRockies
DEQ BURP,2017SDEQA0346,NorthernRockies
DEQ BURP,2017SDEQA0347,NorthernRockies
DEQ BURP,2017SDEQA0349,NorthernRockies
DEQ BURP,2017SDEQA0356,NorthernRockies
DEQ BURP,2017SDEQA0367,NorthernRockies
DEQ BURP,2017SDEQA0368,NorthernRockies
DEQ BURP,2017SDEQA0370,NorthernRockies
DEQ BURP,2017SDEQA040,NorthernRockies
DEQ BURP,2017SDEQA0514,NorthernRockies
DEQ BURP,2017SDEQA0517,NorthernRockies
DEQ BURP,2017SDEQA0522,NorthernRockies
DEQ BURP,2017SDEQA0525,NorthernRockies
DEQ BURP,2017SDEQA0527,NorthernRockies
DEQ BURP,2017SDEQA0532,NorthernRockies
DEQ BURP,2017SDEQA0536,NorthernRockies
DEQ BURP,2017SDEQA0538,NorthernRockies
DEQ BURP,2017SDEQA0702,NorthernXericBasin
DEQ BURP,2017SDEQA0711,NorthernXericBasin
DEQ BURP,2017SDEQA0720,NorthernRockies
DEQ BURP,2017SDEQA0722,SouthernRockies
DEQ BURP,2017SDEQA0726,NorthernXericBasin
DEQ BURP,2017SDEQA0744,NorthernRockies
DEQ BURP,2017SDEQA0747,NorthernXericBasin
DEQ BURP,2017SDEQA0842,NorthernRockies
DEQ BURP,2017SDEQA0844,NorthernXericBasin
DEQ BURP,2017SDEQA0853,NorthernRockies
DEQ BURP,2017SDEQA0855,NorthernRockies
DEQ BURP,2017SDEQA0899,NorthernRockies
DEQ BURP,2017SDEQA0915,NorthernRockies
DEQ BURP,2017SDEQA0931,NorthernRockies
DEQ BURP,2017SIDFA001,NorthernRockies
DEQ BURP,2017SIDFA002,NorthernRockies
DEQ BURP,2017SIDFA003,NorthernRockies
DEQ BURP,2017SIDFA005,NorthernRockies
DEQ BURP,2017SIDFA006,NorthernRockies
DEQ BURP,2017SIDFA008,NorthernRockies
DEQ BURP,2017SIDFA009,NorthernRockies
DEQ BURP,2017SIDFA010,NorthernRockies
DEQ BURP,2017SIDFA011,NorthernRockies
DEQ BURP,2017SIDFA012,NorthernRockies
DEQ BURP,2017SIDFA013,NorthernRockies
DEQ BURP,2017SIDFA014,NorthernRockies
DEQ BURP,2017SIDFA016,NorthernRockies
DEQ BURP,2017SIDFA019,NorthernRockies
DEQ BURP,2017SIDFA020,NorthernRockies
DEQ BURP,2017SIDFA021,NorthernRockies
DEQ BURP,2017SIDFA022,NorthernRockies
DEQ BURP,2017SIDFA024,NorthernRockies
DEQ BURP,2017SIDFA025,NorthernRockies
DEQ BURP,2017SIDFA027,NorthernRockies
DEQ BURP,2017SIDFA029,NorthernRockies
DEQ BURP,2017SIDFA030,NorthernRockies
DEQ BURP,2017SIDFA031,NorthernRockies
DEQ BURP,2017SIDFA032,NorthernRockies
DEQ BURP,2017SIDFA033,NorthernRockies
DEQ BURP,2017SIDFA034,NorthernRockies
DEQ BURP,2017SIDFA035,NorthernRockies
DEQ BURP,2017SIDFA036,NorthernRockies
DEQ BURP,2017SIDFA037,NorthernRockies
DEQ BURP,2017SIDFA038,NorthernRockies
DEQ BURP,2017SIDFA039,NorthernRockies
DEQ BURP,2017SIDFA040,NorthernRockies
DEQ BURP,2017SIDFA041,NorthernRockies
DEQ BURP,2017SIDFA042,NorthernRockies
DEQ BURP,2017SIDFA043,NorthernRockies
DEQ BURP,2017SIDFA044,NorthernRockies
DEQ BURP,2017SIDFA045,NorthernRockies
DEQ BURP,2017SIDFA046,NorthernRockies
DEQ BURP,2017SIDFA047,NorthernRockies
DEQ BURP,2017SIDFA048,NorthernRockies
DEQ BURP,2017SLEWA001,NorthernRockies
DEQ BURP,2017SLEWA002,NorthernRockies
DEQ BURP,2017SLEWA003,NorthernRockies
DEQ BURP,2017SLEWA004,NorthernRockies
DEQ BURP,2017SLEWA005,NorthernRockies
DEQ BURP,2017SLEWA006,NorthernRockies
DEQ BURP,2017SLEWA007,NorthernRockies
DEQ BURP,2017SLEWA008,NorthernRockies
DEQ BURP,2017SLEWA009,NorthernRockies
DEQ BURP,2017SLEWA010,NorthernRockies
DEQ BURP,2017SLEWA011,NorthernRockies
DEQ BURP,2017SLEWA012,NorthernRockies
DEQ BURP,2017SLEWA013,NorthernRockies
DEQ BURP,2017SLEWA014,NorthernRockies
DEQ BURP,2017SLEWA015,NorthernRockies
DEQ BURP,2017SLEWA016,NorthernRockies
DEQ BURP,2017SLEWA017,NorthernRockies
DEQ BURP,2017SLEWA018,NorthernRockies
DEQ BURP,2017SLEWA019,NorthernXericBasin
DEQ BURP,2017SLEWA020,NorthernRockies
DEQ BURP,2017SLEWA021,NorthernRockies
DEQ BURP,2017SLEWA022,NorthernRockies
DEQ BURP,2017SLEWA023,NorthernXericBasin
DEQ BURP,2017SLEWA024,NorthernRockies
DEQ BURP,2017SLEWA025,NorthernRockies
DEQ BURP,2017SLEWA026,NorthernRockies
DEQ BURP,2017SLEWA027,NorthernRockies
DEQ BURP,2017SLEWA028,NorthernRockies
DEQ BURP,2017SLEWA029,NorthernRockies
DEQ BURP,2017SLEWA030,NorthernRockies
DEQ BURP,2017SLEWA031,NorthernRockies
DEQ BURP,2017SLEWA032,NorthernRockies
DEQ BURP,2017SLEWA033,NorthernRockies
DEQ BURP,2017SLEWA034,NorthernRockies
DEQ BURP,2017SLEWA035,NorthernRockies
DEQ BURP,2017SLEWA036,NorthernRockies
DEQ BURP,2017SLEWA037,NorthernRockies
DEQ BURP,2017SLEWA038,NorthernRockies
DEQ BURP,2017SLEWA039,NorthernRockies
DEQ BURP,2017SLEWA040,NorthernRockies
DEQ BURP,2017SLEWA041,NorthernRockies
DEQ BURP,2017SLEWA042,NorthernRockies
DEQ BURP,2017SLEWA043,NorthernRockies
DEQ BURP,2017SLEWA044,NorthernRockies
DEQ BURP,2017SLEWA045,NorthernRockies
DEQ BURP,2017SLEWA046,NorthernRockies
DEQ BURP,2017SLEWA047,NorthernRockies
DEQ BURP,2017SLEWA048,NorthernRockies
DEQ BURP,2017SLEWA049,NorthernRockies
DEQ BURP,2017SLEWA050,NorthernRockies
DEQ BURP,2017SLEWA051,NorthernRockies
DEQ BURP,2017SLEWA052,NorthernRockies
DEQ BURP,2017SLEWA053,NorthernRockies
DEQ BURP,2017SLEWA054,NorthernRockies
DEQ BURP,2017SLEWA055,NorthernRockies
DEQ BURP,2017SPOCA001,NorthernXericBasin
DEQ BURP,2017SPOCA002,NorthernXericBasin
DEQ BURP,2017SPOCA003,NorthernXericBasin
DEQ BURP,2017SPOCA004,NorthernXericBasin
DEQ BURP,2017SPOCA005,NorthernXericBasin
DEQ BURP,2017SPOCA006,SouthernXericBasin
DEQ BURP,2017SPOCA007,SouthernRockies
DEQ BURP,2017SPOCA008,SouthernRockies
DEQ BURP,2017SPOCA009,SouthernRockies
DEQ BURP,2017SPOCA010,SouthernRockies
DEQ BURP,2017SPOCA012,EasternXericBasin
DEQ BURP,2017SPOCA013,SouthernRockies
DEQ BURP,2017SPOCA014,NorthernRockies
DEQ BURP,2017SPOCA015,EasternXericBasin
DEQ BURP,2017SPOCA016,SouthernRockies
DEQ BURP,2017SPOCA017,NorthernXericBasin
DEQ BURP,2017SPOCA018,NorthernXericBasin
DEQ BURP,2017SPOCA019,SouthernRockies
DEQ BURP,2017SPOCA020,SouthernRockies
DEQ BURP,2017SPOCA021,EasternXericBasin
DEQ BURP,2017SPOCA022,EasternXericBasin
DEQ BURP,2017SPOCA023,EasternXericBasin
DEQ BURP,2017SPOCA024,SouthernRockies
DEQ BURP,2017SPOCA025,NorthernXericBasin
DEQ BURP,2017SPOCA026,NorthernXericBasin
DEQ BURP,2017SPOCA027,NorthernRockies
DEQ BURP,2017SPOCA028,NorthernRockies
DEQ BURP,2017SPOCA029,NorthernRockies
DEQ BURP,2017SPOCA030,NorthernRockies
DEQ BURP,2017SPOCA031,NorthernXericBasin
DEQ BURP,2017SPOCA032,NorthernRockies
DEQ BURP,2017SPOCA033,NorthernRockies
DEQ BURP,2017SPOCA034,NorthernXericBasin
DEQ BURP,2017SPOCA035,NorthernXericBasin
DEQ BURP,2017SPOCA036,NorthernXericBasin
DEQ BURP,2017SPOCA037,NorthernXericBasin
DEQ BURP,2017SPOCA038,NorthernXericBasin
DEQ BURP,2017SPOCA039,NorthernXericBasin
DEQ BURP,2017SPOCA040,NorthernXericBasin
DEQ BURP,2017SPOCA041,NorthernXericBasin
DEQ BURP,2017SPOCA042,NorthernXericBasin
DEQ BURP,2017SPOCA043,NorthernXericBasin
DEQ BURP,2017SPOCA044,SouthernRockies
DEQ BURP,2017SPOCA045,NorthernRockies
DEQ BURP,2017SPOCA046,NorthernRockies
DEQ BURP,2017SPOCA047,NorthernRockies
DEQ BURP,2017SPOCA048,NorthernRockies
DEQ BURP,2017SPOCA049,NorthernRockies
DEQ BURP,2017SPOCA050,NorthernXericBasin
DEQ BURP,2017SPOCA051,NorthernXericBasin
DEQ BURP,2017SPOCA052,NorthernXericBasin
DEQ BURP,2017SPOCA053,EasternXericBasin
DEQ BURP,2017SPOCA054,EasternXericBasin
DEQ BURP,2017SPOCA055,EasternXericBasin
DEQ BURP,2017SPOCA056,EasternXericBasin
DEQ BURP,2017SPOCA057,NorthernRockies
DEQ BURP,2017SPOCA058,NorthernXericBasin
DEQ BURP,2017SPOCA059,NorthernRockies
DEQ BURP,2017STWFA001,NorthernRockies
DEQ BURP,2017STWFA002,NorthernRockies
DEQ BURP,2017STWFA003,NorthernRockies
DEQ BURP,2017STWFA004,NorthernRockies
DEQ BURP,2017STWFA005,NorthernRockies
DEQ BURP,2017STWFA006,NorthernXericBasin
DEQ BURP,2017STWFA006,NorthernXericBasin
DEQ BURP,2017STWFA006,NorthernXericBasin
DEQ BURP,2017STWFA006,NorthernXericBasin
DEQ BURP,2017STWFA007,NorthernXericBasin
DEQ BURP,2017STWFA008,NorthernXericBasin
DEQ BURP,2017STWFA009,NorthernRockies
DEQ BURP,2017STWFA010,NorthernRockies
DEQ BURP,2017STWFA011,NorthernRockies
DEQ BURP,2017STWFA012,NorthernRockies
DEQ BURP,2017STWFA013,NorthernXericBasin
DEQ BURP,2017STWFA014,NorthernXericBasin
DEQ BURP,2017STWFA015,NorthernRockies
DEQ BURP,2017STWFA016,NorthernXericBasin
DEQ BURP,2017STWFA017,NorthernXericBasin
DEQ BURP,2017STWFA018,NorthernRockies
DEQ BURP,2017STWFA019,NorthernRockies
DEQ BURP,2017STWFA020,NorthernXericBasin
DEQ BURP,2017STWFA021,NorthernXericBasin
DEQ BURP,2017STWFA022,NorthernXericBasin
DEQ BURP,2017STWFA023,NorthernXericBasin
DEQ BURP,2017STWFA024,NorthernXericBasin
DEQ BURP,2017STWFA025,NorthernRockies
DEQ BURP,2017STWFA026,NorthernXericBasin
DEQ BURP,2017STWFA027,NorthernRockies
DEQ BURP,2017STWFA028,NorthernRockies
DEQ BURP,2017STWFA029,NorthernRockies
DEQ BURP,2017STWFA030,NorthernRockies
DEQ BURP,2017STWFA031,NorthernRockies
DEQ BURP,2017STWFA032,NorthernXericBasin
DEQ BURP,2017STWFA033,NorthernXericBasin
DEQ BURP,2017STWFA034,NorthernXericBasin
DEQ BURP,2017STWFA035,NorthernXericBasin
DEQ BURP,2017STWFA036,NorthernXericBasin
DEQ BURP,2017STWFA037,NorthernXericBasin
DEQ BURP,2017STWFA038,NorthernXericBasin
DEQ BURP,2017STWFA039,NorthernXericBasin
DEQ BURP,2017STWFA040,NorthernXericBasin
DEQ BURP,2017STWFA041,NorthernXericBasin
DEQ BURP,2017STWFA042,NorthernXericBasin
DEQ BURP,2017STWFA043,NorthernRockies
DEQ BURP,2017STWFA044,NorthernRockies
DEQ BURP,2017STWFA045,NorthernXericBasin
DEQ BURP,2017STWFA046,NorthernRockies
DEQ BURP,2017STWFA047,NorthernRockies
DEQ BURP,2017STWFA048,NorthernRockies
DEQ BURP,2017STWFA049,NorthernRockies
DEQ BURP,2017STWFA050,NorthernXericBasin
DEQ BURP,2017STWFA051,NorthernXericBasin
DEQ BURP,2017STWFA052,NorthernRockies
DEQ BURP,2017STWFA053,NorthernXericBasin
DEQ BURP,2017STWFA054,NorthernRockies
DEQ BURP,2017STWFA055,NorthernXericBasin
DEQ BURP,2017STWFA056,NorthernXericBasin
DEQ BURP,2017STWFA057,NorthernXericBasin
DEQ BURP,2017STWFA058,NorthernXericBasin
DEQ BURP,2017STWFA059,NorthernXericBasin
DEQ BURP,2017STWFA060,NorthernXericBasin
DEQ BURP,2017STWFA061,NorthernXericBasin
DEQ BURP,2017STWFA062,NorthernXericBasin
DEQ BURP,2017STWFA062,NorthernXericBasin
DEQ BURP,2017STWFA063,NorthernXericBasin
DEQ BURP,2017STWFA063,NorthernXericBasin
DEQ BURP,2017STWFA064,NorthernXericBasin
DEQ BURP,2017STWFA064,NorthernXericBasin
DEQ BURP,2017STWFA065,NorthernXericBasin
DEQ BURP,2017STWFA066,NorthernRockies
DEQ BURP,2017STWFA067,NorthernXericBasin
DEQ BURP,2017STWFA068,NorthernXericBasin
DEQ BURP,2017STWFA069,NorthernRockies
DEQ BURP,2017STWFA070,NorthernRockies
DEQ BURP,2017STWFA071,NorthernXericBasin
DEQ BURP,2017STWFA072,NorthernXericBasin
DEQ BURP,2017STWFA073,NorthernXericBasin
DEQ BURP,2017STWFA074,NorthernXericBasin
DEQ BURP,2017STWFA075,NorthernRockies
DEQ BURP,2017STWFA076,NorthernRockies
DEQ BURP,2017STWFA077,NorthernXericBasin
DEQ BURP,2018SBOIA001,NorthernRockies
DEQ BURP,2018SBOIA002,NorthernXericBasin
DEQ BURP,2018SBOIA003,NorthernXericBasin
DEQ BURP,2018SBOIA004,NorthernRockies
DEQ BURP,2018SBOIA005,NorthernRockies
DEQ BURP,2018SBOIA006,NorthernRockies
DEQ BURP,2018SBOIA007,NorthernRockies
DEQ BURP,2018SBOIA008,NorthernRockies
DEQ BURP,2018SBOIA009,NorthernXericBasin
DEQ BURP,2018SBOIA010,NorthernRockies
DEQ BURP,2018SBOIA011,NorthernRockies
DEQ BURP,2018SBOIA012,NorthernRockies
DEQ BURP,2018SBOIA013,NorthernRockies
DEQ BURP,2018SBOIA014,NorthernRockies
DEQ BURP,2018SBOIA015,NorthernRockies
DEQ BURP,2018SBOIA016,NorthernRockies
DEQ BURP,2018SBOIA017,NorthernRockies
DEQ BURP,2018SBOIA018,NorthernRockies
DEQ BURP,2018SBOIA019,NorthernRockies
DEQ BURP,2018SBOIA020,NorthernRockies
DEQ BURP,2018SBOIA021,NorthernRockies
DEQ BURP,2018SBOIA022,NorthernRockies
DEQ BURP,2018SBOIA023,NorthernRockies
DEQ BURP,2018SBOIA024,NorthernRockies
DEQ BURP,2018SBOIA025,NorthernRockies
DEQ BURP,2018SBOIA026,NorthernRockies
DEQ BURP,2018SBOIA027,NorthernRockies
DEQ BURP,2018SBOIA028,NorthernRockies
DEQ BURP,2018SBOIA029,NorthernRockies
DEQ BURP,2018SBOIA030,NorthernRockies
DEQ BURP,2018SBOIA031,NorthernRockies
DEQ BURP,2018SBOIA032,NorthernRockies
DEQ BURP,2018SBOIA033,NorthernRockies
DEQ BURP,2018SBOIA034,NorthernRockies
DEQ BURP,2018SBOIA035,NorthernRockies
DEQ BURP,2018SBOIA036,NorthernRockies
DEQ BURP,2018SBOIA037,NorthernRockies
DEQ BURP,2018SBOIA038,NorthernRockies
DEQ BURP,2018SBOIA039,NorthernRockies
DEQ BURP,2018SBOIA040,NorthernRockies
DEQ BURP,2018SBOIA041,NorthernRockies
DEQ BURP,2018SBOIA042,NorthernRockies
DEQ BURP,2018SBOIA043,NorthernRockies
DEQ BURP,2018SBOIA044,NorthernRockies
DEQ BURP,2018SBOIA045,NorthernRockies
DEQ BURP,2018SBOIA046,NorthernRockies
DEQ BURP,2018SBOIA047,NorthernRockies
DEQ BURP,2018SBOIA048,NorthernRockies
DEQ BURP,2018SCDAA001,NorthernRockies
DEQ BURP,2018SCDAA002,NorthernRockies
DEQ BURP,2018SCDAA003,NorthernRockies
DEQ BURP,2018SCDAA004,NorthernRockies
DEQ BURP,2018SCDAA005,NorthernRockies
DEQ BURP,2018SCDAA006,NorthernRockies
DEQ BURP,2018SCDAA007,NorthernRockies
DEQ BURP,2018SCDAA008,NorthernRockies
DEQ BURP,2018SCDAA009,NorthernRockies
DEQ BURP,2018SCDAA010,NorthernRockies
DEQ BURP,2018SCDAA011,NorthernRockies
DEQ BURP,2018SCDAA012,NorthernRockies
DEQ BURP,2018SCDAA013,NorthernRockies
DEQ BURP,2018SCDAA014,NorthernRockies
DEQ BURP,2018SCDAA015,NorthernRockies
DEQ BURP,2018SCDAA016,NorthernRockies
DEQ BURP,2018SCDAA017,NorthernRockies
DEQ BURP,2018SCDAA018,NorthernRockies
DEQ BURP,2018SCDAA019,NorthernRockies
DEQ BURP,2018SCDAA020,NorthernRockies
DEQ BURP,2018SCDAA021,NorthernRockies
DEQ BURP,2018SCDAA022,NorthernRockies
DEQ BURP,2018SCDAA023,NorthernRockies
DEQ BURP,2018SCDAA024,NorthernRockies
DEQ BURP,2018SCDAA025,NorthernRockies
DEQ BURP,2018SCDAA026,NorthernRockies
DEQ BURP,2018SCDAA027,NorthernRockies
DEQ BURP,2018SCDAA028,NorthernRockies
DEQ BURP,2018SCDAA029,NorthernRockies
DEQ BURP,2018SCDAA030,NorthernRockies
DEQ BURP,2018SCDAA031,NorthernRockies
DEQ BURP,2018SCDAA032,NorthernRockies
DEQ BURP,2018SCDAA033,NorthernRockies
DEQ BURP,2018SCDAA034,NorthernRockies
DEQ BURP,2018SCDAA035,NorthernRockies
DEQ BURP,2018SCDAA036,NorthernRockies
DEQ BURP,2018SCDAA037,NorthernRockies
DEQ BURP,2018SCDAA038,NorthernRockies
DEQ BURP,2018SCDAA039,NorthernRockies
DEQ BURP,2018SCDAA040,NorthernRockies
DEQ BURP,2018SCDAA041,NorthernRockies
DEQ BURP,2018SCDAA042,NorthernRockies
DEQ BURP,2018SCDAA043,NorthernRockies
DEQ BURP,2018SCDAA044,NorthernRockies
DEQ BURP,2018SCDAA045,NorthernRockies
DEQ BURP,2018SCDAA046,NorthernRockies
DEQ BURP,2018SIDFA002,NorthernRockies
DEQ BURP,2018SIDFA003,NorthernRockies
DEQ BURP,2018SIDFA004,NorthernRockies
DEQ BURP,2018SIDFA006,NorthernRockies
DEQ BURP,2018SIDFA007,NorthernRockies
DEQ BURP,2018SIDFA008,NorthernXericBasin
DEQ BURP,2018SIDFA009,NorthernXericBasin
DEQ BURP,2018SIDFA010,NorthernXericBasin
DEQ BURP,2018SIDFA011,NorthernRockies
DEQ BURP,2018SIDFA012,NorthernRockies
DEQ BURP,2018SIDFA013,NorthernRockies
DEQ BURP,2018SIDFA014,NorthernRockies
DEQ BURP,2018SIDFA015,NorthernRockies
DEQ BURP,2018SIDFA016,NorthernXericBasin
DEQ BURP,2018SIDFA017,NorthernRockies
DEQ BURP,2018SIDFA018,NorthernRockies
DEQ BURP,2018SIDFA019,NorthernRockies
DEQ BURP,2018SIDFA020,NorthernRockies
DEQ BURP,2018SIDFA021,NorthernRockies
DEQ BURP,2018SIDFA022,NorthernRockies
DEQ BURP,2018SIDFA023,NorthernXericBasin
DEQ BURP,2018SIDFA024,NorthernRockies
DEQ BURP,2018SIDFA025,NorthernRockies
DEQ BURP,2018SIDFA026,NorthernRockies
DEQ BURP,2018SIDFA027,NorthernRockies
DEQ BURP,2018SIDFA028,NorthernRockies
DEQ BURP,2018SIDFA029,NorthernRockies
DEQ BURP,2018SIDFA030,NorthernRockies
DEQ BURP,2018SIDFA031,NorthernRockies
DEQ BURP,2018SIDFA032,NorthernRockies
DEQ BURP,2018SIDFA033,NorthernRockies
DEQ BURP,2018SIDFA034,NorthernRockies
DEQ BURP,2018SIDFA035,NorthernRockies
DEQ BURP,2018SIDFA036,NorthernRockies
DEQ BURP,2018SIDFA037,NorthernRockies
DEQ BURP,2018SIDFA038,NorthernRockies
DEQ BURP,2018SIDFA039,NorthernRockies
DEQ BURP,2018SIDFA040,NorthernRockies
DEQ BURP,2018SIDFA041,NorthernRockies
DEQ BURP,2018SIDFA042,NorthernRockies
