BURPID,STREAM,HUC4CODE,HUC4NAME,BASIN,WBSEGMENT,Dominant Habitat Type,Instream Cover Score,Instream Cover Scale,Embeddedness (Riffles) Score,Embeddedness (Riffles) Scale,Channel Shape Score,Channel Shape Scale,Disruptive Pressures Score,Disruptive Pressures Scale,Zone Of Influence Score,Zone Of Influence Scale,Pool Substrate Characteristic Score,Pool Substrate Characteristic Scale,Pool Variability Score,Pool Variability Scale,Silt/Sand (? 2.5 mm) - Wet Fines/Wet Total %,Silt/Sand (? 2.5 mm) - Dry Fines/Dry Total %,Silt/Sand (? 2.5 mm) - All Fines/All Total Total %,Silt/Sand/VFP (? 6 mm) - Wet Fines/Wet Total %,Silt/Sand/VFP (? 6 mm) - Dry Fines/Dry Total %,Silt/Sand/VFP (? 6 mm) - All Fines/All Total %
2019STWFA052,Finley Creek,17040219,Big Wood,Upper Snake,ID17040219SK011_02,Riffle/Run,17,0 to 20,16,0 to 20,13,0 to 15,9,0 to 10,8,0 to 10,16,0 to 20,16,0 to 20,13.61,100,39.52,21.77,100,45.24
2019STWFA053,Eagle Creek,17040219,Big Wood,Upper Snake,ID17040219SK016_03,Riffle/Run,17,0 to 20,16,0 to 20,8,0 to 15,7,0 to 10,7,0 to 10,15,0 to 20,8,0 to 20,15.57,100,34.39,16.39,100,35.03
2019STWFA054,Eagle Creek,17040219,Big Wood,Upper Snake,ID17040219SK016_02,Riffle/Run,16,0 to 20,16,0 to 20,8,0 to 15,7,0 to 10,6,0 to 10,16,0 to 20,7,0 to 20,11.11,65.52,21.29,12.7,65.52,22.58
2019STWFA055,Eagle Creek,17040219,Big Wood,Upper Snake,ID17040219SK016_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2019STWFA056,Lake Creek,17040219,Big Wood,Upper Snake,ID17040219SK015_03,Riffle/Run,16,0 to 20,16,0 to 20,10,0 to 15,8,0 to 10,8,0 to 10,16,0 to 20,16,0 to 20,18.7,100,34.64,18.7,100,34.64
2019STWFA057,East Fork Wood River,17040219,Big Wood,Upper Snake,ID17040219SK011_02,Riffle/Run,18,0 to 20,18,0 to 20,7,0 to 15,9,0 to 10,8,0 to 10,17,0 to 20,17,0 to 20,2.94,47.06,11.76,3.68,47.06,12.35
2019STWFA058,East Fork Wood River,17040219,Big Wood,Upper Snake,ID17040219SK011_03,Riffle/Run,16,0 to 20,16,0 to 20,6,0 to 15,7,0 to 10,7,0 to 10,17,0 to 20,16,0 to 20,17.71,68.97,24.43,19.79,68.97,26.24
2019STWFA059,Raft River,17040210,Raft,Upper Snake,ID17040210SK013_04,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2019STWFA060,Stinson Creek,17040210,Raft,Upper Snake,ID17040210SK007_02,Riffle/Run,11,0 to 20,13,0 to 20,2,0 to 15,1,0 to 10,2,0 to 10,12,0 to 20,16,0 to 20,8.13,68.75,20.65,12.2,71.88,24.52
2019STWFA061,Yahoo Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK000_03A,Riffle/Run,6,0 to 20,5,0 to 20,6,0 to 15,3,0 to 10,1,0 to 10,6,0 to 20,2,0 to 20,34.81,100,45.34,56.3,100,63.35
2019STWFA062,Willow Creek,17040211,Goose,Upper Snake,ID17040211SK007_02,Riffle/Run,4,0 to 20,2,0 to 20,6,0 to 15,1,0 to 10,2,0 to 10,7,0 to 20,2,0 to 20,36.61,95.08,57.23,57.14,95.08,70.52
2019STWFA063,Goose Creek,17040211,Goose,Upper Snake,ID17040211SK008_03,Riffle/Run,12,0 to 20,13,0 to 20,6,0 to 15,4,0 to 10,3,0 to 10,16,0 to 20,16,0 to 20,3.23,58.06,12.37,7.1,58.06,15.59
2019STWFA064,Bridge Creek,17040220,Camas,Upper Snake,ID17040220SK012_02,Riffle/Run,15,0 to 20,8,0 to 20,6,0 to 15,5,0 to 10,4,0 to 10,17,0 to 20,4,0 to 20,18.63,41.35,30.1,20.59,47.12,33.98
2019STWFA065,Soldier Creek,17040220,Camas,Upper Snake,ID17040220SK012_03,Riffle/Run,14,0 to 20,10,0 to 20,9,0 to 15,6,0 to 10,5,0 to 10,17,0 to 20,13,0 to 20,9.03,47.83,14.04,12.9,47.83,17.42
2021SBOIA001,Duncan Creek,17050102,Bruneau,Southwest,ID17050102SW006_03,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA002,Current Creek,17050104,Upper Owyhee,Southwest,ID17050104SW026_03a,Glide/Pool,12,0 to 20,7,0 to 20,9,0 to 15,7,0 to 10,8,0 to 10,15,0 to 20,15,0 to 20,50.37,90.91,58.33,64.44,90.91,69.64
2021SBOIA003,Rock Creek,17050108,Jordan,Southwest,ID17050108SW010_03,Glide/Pool,10,0 to 20,6,0 to 20,3,0 to 15,3,0 to 10,4,0 to 10,11,0 to 20,11,0 to 20,22.52,65.31,35.63,35.14,71.43,46.25
2021SBOIA004,Jordan Creek,17050108,Jordan,Southwest,ID17050108SW004_02,Riffle/Run,12,0 to 20,10,0 to 20,5,0 to 15,5,0 to 10,3,0 to 10,11,0 to 20,8,0 to 20,13.29,48,18.45,15.38,48,20.24
2021SBOIA005,UNT to Trout Creek,17050108,Jordan,Southwest,ID17050108SW019_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA006,Little Squaw Creek,17050103,Middle Snake-Succor,Southwest,ID17050103SW007_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA007,Gold Fork River,17050123,North Fork Payette,Southwest,ID17050123SW008_04,Riffle/Run,17,0 to 20,10,0 to 20,7,0 to 15,8,0 to 10,6,0 to 10,16,0 to 20,10,0 to 20,12.23,73.17,21.48,24.45,75.61,32.22
2021SBOIA008,Foolhen Creek,17050123,North Fork Payette,Southwest,ID17050123SW008_02,Riffle/Run,16,0 to 20,11,0 to 20,12,0 to 15,10,0 to 10,9,0 to 10,18,0 to 20,17,0 to 20,32.85,72.73,38.36,40.88,77.27,45.91
2021SBOIA009,Summit Creek,17060208,South Fork Salmon,Salmon,ID17060208SL007_02,Glide/Pool,16,0 to 20,14,0 to 20,12,0 to 15,9,0 to 10,8,0 to 10,17,0 to 20,14,0 to 20,18.98,42.5,24.29,22.63,60,31.07
2021SBOIA010,Little Goose Creek,17060210,Little Salmon,Salmon,ID17060210SL010_02,Riffle/Run,15,0 to 20,12,0 to 20,11,0 to 15,6,0 to 10,7,0 to 10,17,0 to 20,11,0 to 20,6.06,74.19,19.02,10.61,74.19,22.7
2021SBOIA011,Big Willow Creek,17050122,Payette,Southwest,ID17050122SW017_03,Riffle/Run,13,0 to 20,9,0 to 20,5,0 to 15,8,0 to 10,5,0 to 10,10,0 to 20,14,0 to 20,8.4,5.26,8,9.16,5.26,8.67
2021SBOIA012,Middle Fork Weiser River,17050124,Weiser,Southwest,ID17050124SW014_02,Riffle/Run,16,0 to 20,10,0 to 20,9,0 to 15,10,0 to 10,10,0 to 10,17,0 to 20,16,0 to 20,0.75,52.94,11.31,5.22,61.76,16.67
2021SBOIA013,Middle Fork Weiser River,17050124,Weiser,Southwest,ID17050124SW014_03a,Riffle/Run,18,0 to 20,11,0 to 20,9,0 to 15,10,0 to 10,10,0 to 10,17,0 to 20,17,0 to 20,7.47,26.32,9.33,12.07,26.32,13.47
2021SBOIA014,East Fork Weiser River,17050124,Weiser,Southwest,ID17050124SW016_03,Riffle/Run,12,0 to 20,10,0 to 20,4,0 to 15,4,0 to 10,7,0 to 10,11,0 to 20,10,0 to 20,3.68,12.5,4.09,4.29,12.5,4.68
2021SBOIA015,Raft Creek,17050201,Brownlee Reservoir,Southwest,ID17050201SW003_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA016,Dennett Creek,17050201,Brownlee Reservoir,Southwest,ID17050201SW012_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA017,Sumac Creek,17050201,Brownlee Reservoir,Southwest,ID17050201SW003_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA018,Wolf Creek,17050201,Brownlee Reservoir,Southwest,ID17050201SW011_03,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA019,Deadwood Creek,17050113,South Fork Boise,Southwest,ID17050113SW015_02,Riffle/Run,14,0 to 20,11,0 to 20,5,0 to 15,10,0 to 10,10,0 to 10,13,0 to 20,17,0 to 20,6.09,16.39,9.66,16.52,16.39,16.48
2021SBOIA020,Big Peak Creek,17050113,South Fork Boise,Southwest,ID17050113SW019_03,Riffle/Run,11,0 to 20,12,0 to 20,9,0 to 15,10,0 to 10,10,0 to 10,12,0 to 20,10,0 to 20,7.8,100,16.13,11.35,100,19.35
2021SBOIA021,North Fork Lime Creek,17050113,South Fork Boise,Southwest,ID17050113SW010_03,Riffle/Run,8,0 to 20,10,0 to 20,12,0 to 15,8,0 to 10,9,0 to 10,10,0 to 20,7,0 to 20,5.34,36.36,9.8,10.69,36.36,14.38
2021SBOIA022,South Fork Lime Creek,17050113,South Fork Boise,Southwest,ID17050113SW011_03,Riffle/Run,9,0 to 20,10,0 to 20,8,0 to 15,8,0 to 10,6,0 to 10,10,0 to 20,6,0 to 20,17.6,77.78,28.29,26.4,81.48,36.18
2021SBOIA023,Lime Creek,17050113,South Fork Boise,Southwest,ID17050113SW010_05,Riffle/Run,17,0 to 20,17,0 to 20,6,0 to 15,9,0 to 10,9,0 to 10,17,0 to 20,18,0 to 20,9.57,14.89,11.11,12.17,25.53,16.05
2021SBOIA024,North Fork Boise River,17050111,North and Middle Forks Boise,Southwest,ID17050111SW010_03,Riffle/Run,15,0 to 20,17,0 to 20,5,0 to 15,9,0 to 10,8,0 to 10,12,0 to 20,15,0 to 20,1.96,25,4.62,2.61,25,5.2
2021SBOIA025,Robin Creek,17050111,North and Middle Forks Boise,Southwest,ID17050111SW011_02,Riffle/Run,17,0 to 20,15,0 to 20,11,0 to 15,10,0 to 10,10,0 to 10,17,0 to 20,18,0 to 20,11.81,50,21.64,22.83,56.82,31.58
2021SBOIA026,Johnson Creek,17050111,North and Middle Forks Boise,Southwest,ID17050111SW011_03,Riffle/Run,12,0 to 20,17,0 to 20,6,0 to 15,9,0 to 10,9,0 to 10,15,0 to 20,13,0 to 20,0,2.78,0.62,2.38,2.78,2.47
2021SBOIA027,Cow Creek,17050111,North and Middle Forks Boise,Southwest,ID17050111SW010_02,Riffle/Run,16,0 to 20,17,0 to 20,12,0 to 15,9,0 to 10,9,0 to 10,17,0 to 20,17,0 to 20,17.31,48.98,27.45,21.15,51.02,30.72
2021SBOIA028,Eightmile Creek,17050120,South Fork Payette,Southwest,ID17050120SW011_03,Riffle/Run,16,0 to 20,17,0 to 20,8,0 to 15,10,0 to 10,9,0 to 10,17,0 to 20,16,0 to 20,2.99,23.81,5.81,3.73,23.81,6.45
2021SBOIA029,Sheep Trail Creek,17060205,Upper Middle Fork Salmon,Salmon,ID17060205SL014_02,Glide/Pool,16,0 to 20,17,0 to 20,15,0 to 15,10,0 to 10,10,0 to 10,13,0 to 20,15,0 to 20,14,100,17.83,22.67,100,26.11
2021SBOIA030,Sack Creek,17060205,Upper Middle Fork Salmon,Salmon,ID17060205SL012_02,Riffle/Run,17,0 to 20,16,0 to 20,13,0 to 15,10,0 to 10,10,0 to 10,14,0 to 20,13,0 to 20,26,62.96,38.96,42,64.81,50
2021SBOIA031,Bear Valley Creek,17060205,Upper Middle Fork Salmon,Salmon,ID17060205SL012_04,Riffle/Run,10,0 to 20,15,0 to 20,11,0 to 15,9,0 to 10,8,0 to 10,11,0 to 20,14,0 to 20,11.37,75,13.7,16.59,75,18.72
2021SBOIA032,Warm Spring Creek,17050120,South Fork Payette,Southwest,ID17050120SW010_02,Riffle/Run,18,0 to 20,13,0 to 20,12,0 to 15,10,0 to 10,10,0 to 10,18,0 to 20,15,0 to 20,12.41,86.21,25.3,20.44,100,34.34
2021SBOIA033,Trail Creek,17050120,South Fork Payette,Southwest,ID17050120SW005_02,Riffle/Run,17,0 to 20,17,0 to 20,7,0 to 15,9,0 to 10,8,0 to 10,16,0 to 20,17,0 to 20,1.85,20.41,7.64,5.56,20.41,10.19
2021SBOIA034,Fivemile Creek,17050120,South Fork Payette,Southwest,ID17050120SW012_02,Riffle/Run,15,0 to 20,5,0 to 20,8,0 to 15,8,0 to 10,7,0 to 10,13,0 to 20,17,0 to 20,11.88,29.41,13.56,18.75,29.41,19.77
2021SBOIA035,Sand Creek,17060208,South Fork Salmon,Salmon,ID17060208SL025_02,Riffle/Run,13,0 to 20,11,0 to 20,3,0 to 15,8,0 to 10,6,0 to 10,16,0 to 20,14,0 to 20,3.85,42.86,10.76,6.15,50,13.92
2021SBOIA036,Deadwood River,17050120,South Fork Payette,Southwest,ID17050120SW014_04,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA037,Warm Springs Creek,17050120,South Fork Payette,Southwest,ID17050120SW016_03,Riffle/Run,13,0 to 20,8,0 to 20,7,0 to 15,9,0 to 10,8,0 to 10,11,0 to 20,18,0 to 20,21.78,62.5,23.33,31.68,62.5,32.86
2021SBOIA038,Wilson Creek,17050120,South Fork Payette,Southwest,ID17050120SW017_02,Riffle/Run,18,0 to 20,12,0 to 20,10,0 to 15,10,0 to 10,8,0 to 10,19,0 to 20,19,0 to 20,13.29,41.67,15.48,23.78,58.33,26.45
2021SBOIA039,Deadwood River,17050120,South Fork Payette,Southwest,ID17050120SW019_03,Glide/Pool,16,0 to 20,18,0 to 20,13,0 to 15,10,0 to 10,9,0 to 10,15,0 to 20,15,0 to 20,7.06,70,13.68,10.59,70,16.84
2021SBOIA040,Big Pine Creek,17050120,South Fork Payette,Southwest,ID17050120SW021_03,Riffle/Run,17,0 to 20,15,0 to 20,9,0 to 15,10,0 to 10,9,0 to 10,17,0 to 20,19,0 to 20,19.86,46.43,24.14,25.34,53.57,29.89
2021SBOIA041,North Fork Payette River,17050123,North Fork Payette,Southwest,ID17050123SW021_02,Riffle/Run,16,0 to 20,18,0 to 20,10,0 to 15,9,0 to 10,9,0 to 10,19,0 to 20,18,0 to 20,2.8,59.09,10.3,5.59,63.64,13.33
2021SBOIA042,North Fork Twentymile Creek,17050123,North Fork Payette,Southwest,ID17050123SW020_02,Riffle/Run,17,0 to 20,17,0 to 20,10,0 to 15,9,0 to 10,9,0 to 10,16,0 to 20,18,0 to 20,2.78,5.36,3.66,5.56,8.93,6.71
2021SBOIA043,Lake Fork,17050123,North Fork Payette,Southwest,ID17050123SW014_03,Riffle/Run,17,0 to 20,17,0 to 20,5,0 to 15,9,0 to 10,8,0 to 10,19,0 to 20,16,0 to 20,33.1,36.36,33.33,35.92,45.45,36.6
2021SBOIA044,Dead Horse Creek,17050123,North Fork Payette,Southwest,ID17050123SW017_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SBOIA045,Warm Lake Creek,17060208,South Fork Salmon,Salmon,ID17060208SL019_03,Riffle/Run,17,0 to 20,16,0 to 20,12,0 to 15,7,0 to 10,7,0 to 10,18,0 to 20,16,0 to 20,7.36,100,19.25,18.4,100,28.88
2021SBOIA046,Cabin Creek,17060208,South Fork Salmon,Salmon,ID17060208SL019_02,Riffle/Run,17,0 to 20,14,0 to 20,10,0 to 15,8,0 to 10,8,0 to 10,15,0 to 20,17,0 to 20,14.67,100,20.5,25.33,100,30.43
2021SBOIA047,Profile Creek,17060208,South Fork Salmon,Salmon,ID17060208SL031_02,Riffle/Run,17,0 to 20,12,0 to 20,10,0 to 15,9,0 to 10,8,0 to 10,18,0 to 20,18,0 to 20,1.99,76,12.5,5.96,76,15.91
2021SBOIA048,Profile Creek,17060208,South Fork Salmon,Salmon,ID17060208SL031_03,Riffle/Run,15,0 to 20,17,0 to 20,9,0 to 15,7,0 to 10,4,0 to 10,11,0 to 20,16,0 to 20,0.75,9.52,1.94,1.49,9.52,2.58
2021SCDAA001,Graham Creek,17010301,Upper Coeur d Alene,Panhandle,ID17010301PN002_03,Riffle/Run,15,0 to 20,17,0 to 20,6,0 to 15,10,0 to 10,9,0 to 10,17,0 to 20,18,0 to 20,2.97,28.57,5.68,7.63,28.57,9.85
2021SCDAA002,Bootjack Creek,17010301,Upper Coeur d Alene,Panhandle,ID17010301PN034_02,Riffle/Run,16,0 to 20,18,0 to 20,6,0 to 15,9,0 to 10,8,0 to 10,18,0 to 20,8,0 to 20,0,9.52,1.19,8.84,19.05,10.12
2021SCDAA003,Mosquito Creek,17010213,Lower Clark Fork,Panhandle,ID17010213PN009_02,Riffle/Run,10,0 to 20,17,0 to 20,6,0 to 15,7,0 to 10,5,0 to 10,14,0 to 20,10,0 to 20,4,50,11.67,15.33,63.33,23.33
2021SCDAA004,Johnson Creek,17010213,Lower Clark Fork,Panhandle,ID17010213PN002_03,Riffle/Run,16,0 to 20,19,0 to 20,8,0 to 15,9,0 to 10,8,0 to 10,19,0 to 20,19,0 to 20,2.59,0,2.23,5.18,6.45,5.36
2021SCDAA005,Twin Creek,17010213,Lower Clark Fork,Panhandle,ID17010213PN004_03,Riffle/Run,14,0 to 20,10,0 to 20,7,0 to 15,9,0 to 10,7,0 to 10,17,0 to 20,16,0 to 20,5.3,10.71,6.25,19.7,14.29,18.75
2021SCDAA006,Twin Creek,17010213,Lower Clark Fork,Panhandle,ID17010213PN004_02,Riffle/Run,19,0 to 20,18,0 to 20,8,0 to 15,9,0 to 10,9,0 to 10,17,0 to 20,18,0 to 20,0.72,37.5,6.13,5.76,37.5,10.43
2021SCDAA007,Dry Creek,17010213,Lower Clark Fork,Panhandle,ID17010213PN004_02a,Riffle/Run,17,0 to 20,18,0 to 20,5,0 to 15,10,0 to 10,8,0 to 10,18,0 to 20,11,0 to 20,3.16,63.33,12.77,13.92,63.33,21.81
2021SCDAA008,Toms Gulch,17010214,Pend Oreille Lake,Panhandle,ID17010214PN027_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA009,Dry Gulch,17010214,Pend Oreille Lake,Panhandle,ID17010214PN027_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA010,Granite Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN027_02,Riffle/Run,15,0 to 20,11,0 to 20,6,0 to 15,10,0 to 10,10,0 to 10,18,0 to 20,20,0 to 20,9.47,38.46,11.33,12.63,38.46,14.29
2021SCDAA011,Branch North Gold Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN025_02,Riffle/Run,15,0 to 20,14,0 to 20,6,0 to 15,9,0 to 10,7,0 to 10,16,0 to 20,17,0 to 20,1.99,58.33,9.71,12.58,62.5,19.43
2021SCDAA012,Gold Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN021_03,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA013,Cheer Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN021_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA014,Granite Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN027_03,Riffle/Run,11,0 to 20,18,0 to 20,7,0 to 15,9,0 to 10,7,0 to 10,15,0 to 20,15,0 to 20,3.45,13.51,5.21,6.9,27.03,10.43
2021SCDAA015,Gold Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN023_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA016,Chloride Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN024_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA017,West Gold Creek,17010214,Pend Oreille Lake,Panhandle,ID17010214PN022_02,Riffle/Run,17,0 to 20,18,0 to 20,6,0 to 15,9,0 to 10,9,0 to 10,16,0 to 20,18,0 to 20,3.59,0,3.55,10.26,50,10.66
2021SCDAA018,Bear Gulch,17010301,Upper Coeur d Alene,Panhandle,ID17010301PN005_02,Riffle/Run,10,0 to 20,19,0 to 20,4,0 to 15,9,0 to 10,7,0 to 10,13,0 to 20,8,0 to 20,1.1,12.5,2.44,2.76,12.5,3.9
2021SCDAA019,Granite Gulch,17010301,Upper Coeur d Alene,Panhandle,ID17010301PN005_02,Riffle/Run,14,0 to 20,19,0 to 20,5,0 to 15,9,0 to 10,8,0 to 10,15,0 to 20,16,0 to 20,0.64,23.53,4.74,4.49,26.47,8.42
2021SCDAA020,Prichard Creek,17010301,Upper Coeur d Alene,Panhandle,ID17010301PN005_02,Riffle/Run,17,0 to 20,18,0 to 20,9,0 to 15,9,0 to 10,7,0 to 10,20,0 to 20,20,0 to 20,2.21,0,1.75,14.71,20,15.79
2021SCDAA021,Dodge Creek,17010104,Lower Kootenai,Panhandle,ID17010104PN024_03,Riffle/Run,14,0 to 20,2,0 to 20,9,0 to 15,9,0 to 10,9,0 to 10,6,0 to 20,14,0 to 20,49.66,72.22,54.1,91.84,94.44,92.35
2021SCDAA022,Hangman Creek,17010306,Hangman,Panhandle,ID17010306PN001_03aT,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA023,Hangman Creek,17010306,Hangman,Panhandle,ID17010306PN001_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA024,South Fork Hangman Creek,17010306,Hangman,Panhandle,ID17010306PN001_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA026,Cuban Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA027,Pine Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA028,Kavanaugh Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA029,Peewee Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA030,UNT to Snow Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA031,UNT to Snow Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA032,UNT to Tunnel Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA033,Tunnel Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA034,Ole Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA035,Slough Creek,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA036,Roger Creek,17010215,Priest,Panhandle,ID17010215PN030_02,Riffle/Run,13,0 to 20,1,0 to 20,5,0 to 15,9,0 to 10,9,0 to 10,6,0 to 20,7,0 to 20,56.03,96.43,62.72,77.3,100,81.07
2021SCDAA037,UNT to Lower West Branch Priest River,17010215,Priest,Panhandle,ID17010215PN030_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
2021SCDAA038,UNT to Moores Creek,17010215,Priest,Panhandle,ID17010215PN031_02,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
