"","siteid","sitename","stream","source","lat","long","comid","siteclass","order","au","georef_ID305b_cycle","georef_notes","sed_tmdl","l4_code","l4_name","deq_region","blm_ecoregion","basin","huc4code","huc4name","source_sitetype","sampleid","year","sample_date","bankfull_width_m","bankfull_width_category","pct_fine","pct_fine_fraction","sample_FSBI","SMI2","SMI2_benchmark","BURP_sitescore","OE","OE_benchmark","OE_model","framework_fines_ref_benchmark","framework_FSBI_ref_benchmark","framework_SME75_benchmark","blm_fines_ref_benchmark","has_both"
"9129","1995STWFA034","1995STWFA034","Emery Creek","DEQ BURP",42.056788,-113.914205,23187817,"PPBV","2","ID17040211SK005_02",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","1995STWFA034","1995",NA,2.71666666666667,"< 10 m",70.59,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,28.3,20,90,45,"N"
"9130","3255","175-04-K","Lone Cedar","USFS-PIBO",42.11759167,-114.0258111,23185687,"PPBV","1","ID17040211SK002_02",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose","Managed","6507","2012",2012-06-20,0.83,"< 10 m",89,"< 2 mm",NA,NA,54,NA,NA,0.78,"USFS-PIBO",39.5,20,72,45,"N"
"9131","BY-SS-1083","BY-SS-1083",NA,"BLM",42.16491754,-113.7949768,23186971,"PPBV","3","ID17040211SK012_03",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose",NA,NA,"2022",2022-07-25,2.64,"< 10 m",38.6,"< 2 mm",NA,NA,54,NA,NA,NA,"",23.6,20,68,45,"N"
"9132","2002SLEWA027","2002SLEWA027","Paradise Creek","DEQ BURP",46.73172,-117.034451,23460011,"PPBV","1","ID17060108CL005_02",2022,NA,"Y","10h","Palouse Hills","LEW","NorthernXericBasin","Clearwater",17060108,"Palouse","Stress","2002SLEWA027","2002",NA,3.5,"< 10 m",68.36,"< 2.5 mm",0,50,54,1.33,NA,NA,NA,39.5,20,72,45,"Y"
"9133","2003SBOIA045","2003SBOIA045","Jordan Creek","DEQ BURP",43.02512,-116.809968,23360701,"PPBV","3","ID17050108SW004_03",2022,NA,"N","80j","Semiarid Uplands","BOI","NorthernXericBasin","Southwest",17050108,"Jordan","Other","2003SBOIA045","2003",NA,4.46666666666667,"< 10 m",5.92,"< 2.5 mm",100,80,54,3,NA,NA,NA,23.6,20,68,45,"Y"
"9134","2018STWFA013","2018STWFA013","North Cottonwood Creek","DEQ BURP",42.331252,-114.426601,24491054,"PPBV","2","ID17040212SK014_02",2022,NA,"Y","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","","2018STWFA013","2018",NA,2.53333333333333,"< 10 m",47.37,"< 2.5 mm",5,62,54,2,NA,NA,NA,28.3,20,90,45,"Y"
"9135","2008SBOIA018","2008SBOIA018","Indian Creek","DEQ BURP",42.787283,-116.823885,23360421,"PPBV","3","ID17050108SW006_03",2022,NA,"N","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050108,"Jordan","","2008SBOIA018","2008",NA,6.43333333333333,"< 10 m",11.18,"< 2.5 mm",110,74,54,3,NA,NA,NA,23.6,20,68,45,"Y"
"9136","1997SPOCA048","1997SPOCA048","Corral Creek","DEQ BURP",42.9108,-111.73893,24479159,"PPBV","3","ID17040207SK006_03",2022,NA,"Y","80i","Sagebrush Steppe Valleys","POC","NorthernXericBasin","Upper Snake",17040207,"Blackfoot","","1997SPOCA048","1997",NA,8.58333333333333,"< 10 m",62.29,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,23.6,20,68,45,"N"
"9137","2016STWFA057","2016STWFA057","Willow Creek","DEQ BURP",43.335152,-114.545871,23262594,"PPBV","4","ID17040220SK003_04",2022,NA,"N","12c","Camas Prairie","TWF","NorthernXericBasin","Upper Snake",17040220,"Camas","","2016STWFA057","2016",NA,4.53333333333333,"< 10 m",16.77,"< 2.5 mm",45,79,54,3,NA,NA,NA,18.2,20,53,45,"Y"
"9138","JA-SS-41256","JA-SS-41256",NA,"BLM",42.02623758,-114.8246857,23198222,"PPBV","1","ID17040213SK008_02",2022,NA,"N","80a","Dissected High Lava Plateau","TRO","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls",NA,"178551","2021",2021-08-03,2.51,"< 10 m",36.2,"< 2 mm",15,NA,54,NA,0.263051,0.63,"ColumbiaRiverBasin_PIBO",39.5,20,72,45,"Y"
"9139","BY-SS-1004","BY-SS-1004","Fifth Fork Rock Creek","BLM",42.33879668,-114.3060081,24491132,"PPBV","2","ID17040212SK017_02",2022,NA,"N","80a","Dissected High Lava Plateau","TRO","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock",NA,"178541","2021",2021-07-07,3.74,"< 10 m",19.5,"< 2 mm",45,NA,54,NA,0.325826,0.63,"ColumbiaRiverBasin_PIBO",28.3,20,90,45,"Y"
"9140","2017STWFA022","2017STWFA022","Birch Creek","DEQ BURP",42.024651,-113.967526,23185031,"PPBV","3","ID17040211SK009_03",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","2017STWFA022","2017",NA,2.35,"< 10 m",40.13,"< 2.5 mm",5,76,54,2,NA,NA,NA,23.6,20,68,45,"Y"
"9141","1997SBOIC022","1997SBOIC022","King Hill Creek","DEQ BURP",43.034101,-115.253118,23275638,"PPBV","3","ID17050101SW010_03",2022,NA,"N","12h","Mountain Home Uplands","BOI","NorthernXericBasin","Southwest",17050101,"C. J. Strike Reservoir","","1997SBOIC022","1997",NA,6.16666666666667,"< 10 m",37.65,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,23.6,20,68,45,"N"
"9142","XN-LS-4006","XN-LS-4006","UNNAMED","BLM",42.0167,-113.9576,23185031,"PPBV","3","ID17040211SK009_03",2022,NA,"N","80a","Dissected High Lava Plateau","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose",NA,"153070","2013",2013-06-11,2.1,"< 10 m",69.5,"< 2 mm",0,NA,54,NA,0.348822,0.63,"ColumbiaRiverBasin_PIBO",23.6,20,68,45,"Y"
"9143","2002SPOCA030","2002SPOCA030","Cedar Creek","DEQ BURP",43.208909,-111.977852,24479995,"PPBV","3","ID17040207SK029_03",2022,NA,"Y","80b","Semiarid Hills and Low Mountains","POC","NorthernXericBasin","Upper Snake",17040207,"Blackfoot","Other","2002SPOCA030","2002",NA,1.56666666666667,"< 10 m",78.24,"< 2.5 mm",5,53,54,1,NA,NA,NA,23.6,20,68,45,"Y"
"9144","2008SBOIA011","2008SBOIA011","East Fork Reynolds Creek","DEQ BURP",43.095023,-116.770774,23302348,"PPBV","2","ID17050103SW009_02",2022,NA,"N","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","","2008SBOIA011","2008",NA,5.96666666666667,"< 10 m",15.73,"< 2.5 mm",110,69,54,3,NA,NA,NA,28.3,20,90,45,"Y"
"9145","2011SPOCA060","2011SPOCA060","Garden Creek","DEQ BURP",42.573022,-112.31648,23155954,"PPBV","2","ID17040208SK010_02b",2022,NA,"Y","80b","Semiarid Hills and Low Mountains","POC","NorthernXericBasin","Upper Snake",17040208,"Portneuf","","2011SPOCA060","2011",NA,2.95,"< 10 m",46.64,"< 2.5 mm",0,58,54,1.67,NA,NA,NA,28.3,20,90,45,"Y"
"9146","2011STWFA006","2011STWFA006","Big Cottonwood Creek","DEQ BURP",42.164213,-114.173162,23185797,"PPBV","1","ID17040211SK001_02",2022,NA,"N","80c","High Elevation Forests and Shrublands","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","","2011STWFA006","2011",NA,1.4,"< 10 m",37.42,"< 2.5 mm",65,57,54,2.33,NA,NA,NA,39.5,20,72,45,"Y"
"9147","2001SBOIA044","2001SBOIA044","Sage Creek","DEQ BURP",43.609838,-116.959018,23301256,"PPBV","3","ID17050103SW002_03",2022,NA,"Y","12a","Treasure Valley","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","Stress","2001SBOIA044","2001",NA,3.36666666666667,"< 10 m",31.74,"< 2.5 mm",0,9,54,1.5,NA,NA,NA,23.6,20,68,45,"Y"
"9148","1999SBOIA055","1999SBOIA055","Big Willow Creek","DEQ BURP",44.101396,-116.4414,24166998,"PPBV","3","ID17050122SW017_03",2022,NA,"N","12f","Semiarid Foothills","BOI","NorthernXericBasin","Southwest",17050122,"Payette","Other","1999SBOIA055","1999",NA,8.81666666666667,"< 10 m",8.65,"< 2.5 mm",50,74,54,3,NA,NA,NA,23.6,20,68,45,"Y"
"9149","1997STWFA068","1997STWFA068","Trapper Creek","DEQ BURP",42.177453,-113.955659,23184751,"PPBV","3","ID17040211SK003_04a",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","1997STWFA068","1997",NA,4.28333333333333,"< 10 m",73.84,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,23.6,20,68,45,"N"
"9150","1998SBOIB027","1998SBOIB027","Mann Creek","DEQ BURP",44.322028,-116.865692,24184740,"PPBV","3","ID17050124SW030_03",2022,NA,"N","12j","Unwooded Alkaline Foothills","BOI","NorthernXericBasin","Southwest",17050124,"Weiser","Other","1998SBOIB027","1998",NA,9.4,"< 10 m",10.87,"< 2.5 mm",40,78,54,3,NA,NA,NA,23.6,20,68,45,"Y"
"9151","1997STWFA061","1997STWFA061","Blue Hill Creek","DEQ BURP",42.05231,-113.939468,23185047,"PPBV","1","ID17040211SK010_03",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","1997STWFA061","1997",NA,1.45666666666667,"< 10 m",65.14,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,39.5,20,72,45,"N"
"9152","2012SBOIA022","2012SBOIA022","Cottonwood Creek","DEQ BURP",44.694441,-116.365651,24184330,"PPBV","3","ID17050124SW015_03",2022,NA,"N","12f","Semiarid Foothills","BOI","NorthernXericBasin","Southwest",17050124,"Weiser","","2012SBOIA022","2012",NA,8.23333333333333,"< 10 m",2.94,"< 2.5 mm",225,85,54,2.67,NA,NA,NA,23.6,20,68,45,"Y"
"9153","2016SPOCA004","2016SPOCA004","Cusick Creek","DEQ BURP",42.832188,-112.452896,23156630,"PPBV","2","ID17040208SK001_02a",2022,NA,"N","80b","Semiarid Hills and Low Mountains","POC","NorthernXericBasin","Upper Snake",17040208,"Portneuf","","2016SPOCA004","2016",NA,1.1,"< 10 m",23.2,"< 2.5 mm",25,55,54,2.5,NA,NA,NA,28.3,20,90,45,"Y"
"9154","2013SPOCA064","2013SPOCA064","Birch Creek","DEQ BURP",42.401881,-112.203579,23156284,"PPBV","3","ID17040208SK015_03",2022,NA,"Y","80b","Semiarid Hills and Low Mountains","POC","NorthernXericBasin","Upper Snake",17040208,"Portneuf","","2013SPOCA064","2013",NA,1.33333333333333,"< 10 m",49.7,"< 2.5 mm",0,33,54,1.5,NA,NA,NA,23.6,20,68,45,"Y"
"9155","1997STWFB025","1997STWFB025","Marsh Creek","DEQ BURP",42.350621,-113.647821,23163085,"PPBV","1","ID17040209SK003_02",2022,NA,"N","80c","High Elevation Forests and Shrublands","TWF","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","","1997STWFB025","1997",NA,3.55,"< 10 m",21.89,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,39.5,20,72,45,"N"
"9156","2011SLEWA002","2011SLEWA002","Redbird Creek","DEQ BURP",46.232701,-116.954245,24228473,"PPBV","2","ID17060103SL012_02",2022,NA,"N","10l","Lower Snake and Clearwater Canyons","LEW","NorthernXericBasin","Salmon",17060103,"Lower Snake-Asotin","","2011SLEWA002","2011",NA,2.63333333333333,"< 10 m",12.09,"< 2.5 mm",45,63,54,2.33,NA,NA,NA,28.3,20,90,45,"Y"
"9157","2003SBOIA010","2003SBOIA010","Rock Creek","DEQ BURP",42.725581,-116.549828,23360559,"PPBV","3","ID17050108SW013_03",2022,NA,"N","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050108,"Jordan","Other","2003SBOIA010","2003",NA,3.26666666666667,"< 10 m",27.03,"< 2.5 mm",0,64,54,1.5,NA,NA,NA,23.6,20,68,45,"Y"
"9158","3222","524-11-I","S.F. Circle 1","USFS-PIBO",42.07749167,-113.7068889,23177193,"PPBV","1","ID17040210SK013_02",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040210,"Raft","Managed","10388","2018",2018-07-13,1.38,"< 10 m",63.16,"< 2 mm",10,NA,54,NA,0.410045,0.78,"USFS-PIBO",39.5,20,72,45,"Y"
"9159","OW-TR-67676","OW-TR-67676","West Fork Trout Creek","BLM",42.99724748,-116.9377756,23361903,"PPBV","1","ID17050108SW019_02",2022,NA,"N","80f","Owyhee Uplands and Canyons","BRO","NorthernXericBasin","Southwest",17050108,"Jordan",NA,"178566","2021",2021-07-11,1.99,"< 10 m",12.9,"< 2 mm",15,NA,54,NA,0.582266,0.63,"ColumbiaRiverBasin_PIBO",39.5,20,72,45,"Y"
"9160","2015STWFA072","2015STWFA072","North Cottonwood Creek","DEQ BURP",42.331264,-114.426562,24491054,"PPBV","2","ID17040212SK014_02",2022,NA,"Y","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","","2015STWFA072","2015",NA,4.81666666666667,"< 10 m",47.65,"< 2.5 mm",0,44,54,1.67,NA,NA,NA,28.3,20,90,45,"Y"
"9161","2019STWFA018","2019STWFA018","Piney Creek","DEQ BURP",42.003731,-114.208717,23184951,"PPBV","3","ID17040211SK008_02",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","2019STWFA018","2019",NA,2.7,"< 10 m",21.08,"< 2.5 mm",90,51,54,1.33,NA,NA,NA,23.6,20,68,45,"Y"
"9162","1998SIDFA009","1998SIDFA009","Rattlesnake Creek","DEQ BURP",44.351575,-112.091524,23224288,"PPBV","1","ID17040214SK016_02",2022,NA,"N","12g","Eastern Snake River Basalt Plains","IDF","NorthernXericBasin","Upper Snake",17040214,"Beaver-Camas","Other","1998SIDFA009","1998",NA,2.5,"< 10 m",68.48,"< 2.5 mm",10,41,54,1,NA,NA,NA,39.5,20,72,45,"Y"
"9163","1998SIDFA033","1998SIDFA033","Crab Creek","DEQ BURP",44.415666,-111.942249,23224100,"PPBV","3","ID17040214SK008_03",2022,NA,"N","12g","Eastern Snake River Basalt Plains","IDF","NorthernXericBasin","Upper Snake",17040214,"Beaver-Camas","Other","1998SIDFA033","1998",NA,4.91666666666667,"< 10 m",54.61,"< 2.5 mm",50,47,54,1.33,NA,NA,NA,23.6,20,68,45,"Y"
"9164","1995STWFA012","1995STWFA012","Dry Creek","DEQ BURP",42.366323,-114.188914,24491320,"PPBV","3","ID17040212SK022_03",2022,NA,"Y","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","","1995STWFA012","1995",NA,4.83333333333333,"< 10 m",31.3,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,23.6,20,68,45,"N"
"9165","2004SDEQA010","2004SDEQA010","Bell Marsh Creek","DEQ BURP",42.686747,-112.287098,23155924,"PPBV","2","ID17040208SK008_02a",2022,NA,"N","80b","Semiarid Hills and Low Mountains","DEQ","NorthernXericBasin","Upper Snake",17040208,"Portneuf","Other","2004SDEQA010","2004",NA,3.6,"< 10 m",25,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,28.3,20,90,45,"N"
"9166","2003SIDFA027","2003SIDFA027","Sellars Creek","DEQ BURP",43.26076,-111.834997,23149004,"PPBV","3","ID17040205SK010_03",2022,NA,"Y","80c","High Elevation Forests and Shrublands","IDF","NorthernXericBasin","Upper Snake",17040205,"Willow","Other","2003SIDFA027","2003",NA,4.43333333333333,"< 10 m",22.34,"< 2.5 mm",55,61,54,2,NA,NA,NA,23.6,20,68,45,"Y"
"9167","1995SPOCA059","1995SPOCA059","Rawlins Creek","DEQ BURP",43.137368,-111.869375,24479625,"PPBV","2","ID17040207SK027_02",2022,NA,"Y","80b","Semiarid Hills and Low Mountains","POC","NorthernXericBasin","Upper Snake",17040207,"Blackfoot","","1995SPOCA059","1995",NA,3.53333333333333,"< 10 m",39.13,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,28.3,20,90,45,"N"
"9168","2011SBOIA036","2011SBOIA036","Indian Creek","DEQ BURP",43.606473,-116.59501,23398443,"PPBV","4","ID17050114SW002_04",2022,NA,"Y","12a","Treasure Valley","BOI","NorthernXericBasin","Southwest",17050114,"Lower Boise","","2011SBOIA036","2011",NA,6.85,"< 10 m",46.49,"< 2.5 mm",10,6,54,1,NA,NA,NA,18.2,20,53,45,"Y"
"9169","1156","174-10-I","Cottonwood","USFS-PIBO",42.085431,-114.358245,23196334,"PPBV","3","ID17040213SK015_02",2022,NA,"Y","80a","Dissected High Lava Plateau","TRO","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls","Managed","6268","2011",2011-06-24,4.02,"< 10 m",13.4,"< 2 mm",5,NA,54,NA,0.21479,0.78,"USFS-PIBO",23.6,20,68,45,"Y"
"9170","1999STWFA028","1999STWFA028","China Creek","DEQ BURP",42.039594,-114.802615,23196116,"PPBV","3","ID17040213SK008_03",2022,NA,"Y","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls","Other","1999STWFA028","1999",NA,1.69,"< 10 m",46.2,"< 2.5 mm",5,30,54,1,NA,NA,NA,23.6,20,68,45,"Y"
"9171","2002SLEWA021","2002SLEWA021","South Fork Palouse River","DEQ BURP",46.701837,-117.037615,23459961,"PPBV","3","ID17060108CL002_03",2022,NA,"Y","10h","Palouse Hills","LEW","NorthernXericBasin","Clearwater",17060108,"Palouse","Stress","2002SLEWA021","2002",NA,2.41666666666667,"< 10 m",89.14,"< 2.5 mm",0,61,54,1.67,NA,NA,NA,23.6,20,68,45,"Y"
"9172","1155","174-09-I","Goose","USFS-PIBO",42.078459,-114.264053,23185007,"PPBV","3","ID17040211SK008_03",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose","Managed","9221","2016",2016-06-18,6.88,"< 10 m",5.06,"< 2 mm",155,NA,54,NA,0.787675,0.78,"USFS-PIBO",23.6,20,68,45,"Y"
"9173","1994SPOCA017","1994SPOCA017","Corral Creek","DEQ BURP",42.909913,-111.73824,24479159,"PPBV","3","ID17040207SK006_03",2022,NA,"Y","80i","Sagebrush Steppe Valleys","POC","NorthernXericBasin","Upper Snake",17040207,"Blackfoot","","1994SPOCA017","1994",NA,7.65,"< 10 m",73.03,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,23.6,20,68,45,"N"
"9174","2056","174-09-R","Goose","USFS-PIBO",42.086735,-114.261372,23185009,"PPBV","3","ID17040211SK008_03",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose","Managed","2509","2006",2006-07-15,4.77,"< 10 m",10.2,"< 2 mm",95,NA,54,NA,0.597,0.78,"USFS-PIBO",23.6,20,68,45,"Y"
"9175","1158","175-03-K","Little Cottonwood","USFS-PIBO",42.219487,-114.050705,23185653,"PPBV","1","ID17040211SK000_02A",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose","Managed","6685","2012",2012-06-24,1.69,"< 10 m",58.49,"< 2 mm",NA,NA,54,NA,NA,0.78,"USFS-PIBO",39.5,20,72,45,"N"
"9176","1912","174-19-I","Harrington Fork","USFS-PIBO",42.30037,-114.252433,24493714,"PPBV","2","ID17040212SK018_02",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","Managed","2512","2006",2006-06-15,3.17,"< 10 m",1.05,"< 2 mm",85,NA,54,NA,0.684,0.78,"USFS-PIBO",28.3,20,90,45,"Y"
"9177","2017SDEQA0844","2017SDEQA0844","Green Creek","DEQ BURP",42.214115,-113.618077,23175807,"PPBV","2","ID17040210SK007_02",2022,NA,"Y","80c","High Elevation Forests and Shrublands","DEQ","NorthernXericBasin","Upper Snake",17040210,"Raft","","2017SDEQA0844","2017",NA,2.03333333333333,"< 10 m",23.35,"< 2.5 mm",150,82,54,2.67,NA,NA,NA,28.3,20,90,45,"Y"
"9178","2003SBOIA007","2003SBOIA007","Trout Creek","DEQ BURP",42.964551,-116.9697,23360745,"PPBV","3","ID17050108SW019_03",2022,NA,"N","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050108,"Jordan","Other","2003SBOIA007","2003",NA,4.86666666666667,"< 10 m",46.41,"< 2.5 mm",50,76,54,2.5,NA,NA,NA,23.6,20,68,45,"Y"
"9179","2008STWFA028","2008STWFA028","Goose Creek","DEQ BURP",42.104891,-114.254924,23185013,"PPBV","2","ID17040211SK008_02",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","2008STWFA028","2008",NA,6.56666666666667,"< 10 m",24.86,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,28.3,20,90,45,"N"
"9180","1995STWFB007","1995STWFB007","Little Cottonwood Creek","DEQ BURP",42.203042,-114.088052,23185657,"PPBV","1","ID17040211SK000_02a",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","1995STWFB007","1995",NA,8.33333333333333,"< 10 m",74.36,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,39.5,20,72,45,"N"
"9181","2002SPOCA024","2002SPOCA024","Elkhorn Creek","DEQ BURP",42.297124,-112.381819,4602878,"PPBV","1","ID16010204BR008_02a",2022,NA,"Y","80b","Semiarid Hills and Low Mountains","POC","NorthernXericBasin","Bear River",16010204,"Lower Bear-Malad","Other","2002SPOCA024","2002",NA,1.96666666666667,"< 10 m",56.98,"< 2.5 mm",50,70,54,2.5,NA,NA,NA,39.5,20,72,45,"Y"
"9182","1994SPOCA008","1994SPOCA008","Marsh Creek","DEQ BURP",42.369416,-112.035671,23156040,"PPBV","3","ID17040208SK006_03a",2022,NA,"Y","80i","Sagebrush Steppe Valleys","POC","NorthernXericBasin","Upper Snake",17040208,"Portneuf","","1994SPOCA008","1994",NA,3.66666666666667,"< 10 m",33.02,"< 2.5 mm",NA,NA,54,NA,NA,NA,NA,23.6,20,68,45,"N"
"9183","2013SBOIA001","2013SBOIA001","Big Flat Creek","DEQ BURP",42.154049,-115.213638,23284655,"PPBV","4","ID17050102SW030_04",2022,NA,"N","80a","Dissected High Lava Plateau","BOI","NorthernXericBasin","Southwest",17050102,"Bruneau","","2013SBOIA001","2013",NA,5.06666666666667,"< 10 m",24.64,"< 2.5 mm",35,70,54,2.67,NA,NA,NA,18.2,20,53,45,"Y"
"9184","2221","175-17-I","Beaverdam","USFS-PIBO",42.02559,-114.050875,23184917,"PPBV","3","ID17040211SK006_03",2022,NA,"Y","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose","Managed","3733","2007",2007-06-17,1.15,"< 10 m",74.29,"< 2 mm",15,NA,54,NA,0.363,0.78,"USFS-PIBO",23.6,20,68,45,"Y"
"9185","XN-LS-4019","XN-LS-4019","Meadow Creek","BLM",42.8224,-116.633,23360599,"PPBV","3","ID17050108SW015_03",2022,NA,"N","80f","Owyhee Uplands and Canyons","BRO","NorthernXericBasin","Southwest",17050108,"Jordan",NA,"153066","2013",2013-06-07,2.73,"< 10 m",61,"< 2 mm",0,NA,54,NA,0.367612,0.63,"ColumbiaRiverBasin_PIBO",23.6,20,68,45,"Y"
"9186","XN-SS-4124","XN-SS-4124","UNNAMED","BLM",42.99931,-116.724,23361893,"PPBV","1","ID17050108SW004_02",2022,NA,"N","80k","Partly Forested Mountains","BRO","NorthernXericBasin","Southwest",17050108,"Jordan",NA,"153069","2013",2013-06-09,2.16,"< 10 m",24.3,"< 2 mm",65,NA,54,NA,0.500159,0.63,"ColumbiaRiverBasin_PIBO",39.5,20,72,45,"Y"
"9187","1999STWFA051","1999STWFA051","Rock Creek","DEQ BURP",43.36314,-114.397428,23251845,"PPBV","3","ID17040219SK028_03",2022,NA,"Y","12c","Foothill Shrublands-Grasslands","TWF","NorthernXericBasin","Upper Snake",17040219,"Big Wood","Other","1999STWFA051","1999",NA,3.96666666666667,"< 10 m",44.72,"< 2.5 mm",45,65,54,2,NA,NA,NA,23.6,20,68,45,"Y"
"9188","2012STWFA013","2012STWFA013","Trout Creek","DEQ BURP",42.04513,-114.173486,23184931,"PPBV","2","ID17040211SK007_02",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","","2012STWFA013","2012",NA,3.56666666666667,"< 10 m",55.28,"< 2.5 mm",105,60,54,2,NA,NA,NA,28.3,20,90,45,"Y"
"9189","2003SBOIA040","2003SBOIA040","Flint Creek","DEQ BURP",42.893079,-116.806439,23360979,"PPBV","3","ID17050108SW017_03",2022,NA,"N","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050108,"Jordan","Other","2003SBOIA040","2003",NA,3.3,"< 10 m",43.75,"< 2.5 mm",80,73,54,2,NA,NA,NA,23.6,20,68,45,"Y"
"9190","2006STWFA014","2006STWFA014","Trout Creek","DEQ BURP",42.010162,-114.166134,23184927,"PPBV","3","ID17040211SK007_03",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","Reference","2006STWFA014","2006",NA,4.16666666666667,"< 10 m",49.12,"< 2.5 mm",20,57,54,2,NA,NA,NA,23.6,20,68,45,"Y"
"9191","1152","174-05-I","Little Piney","USFS-PIBO",42.071456,-114.267206,23184995,"PPBV","3","ID17040211SK008_03",2022,NA,"N","80b","Semiarid Hills and Low Mountains","TRO","NorthernXericBasin","Upper Snake",17040211,"Goose","Managed","6262","2011",2011-07-23,3.64,"< 10 m",1.92,"< 2 mm",85,NA,54,NA,0.927966,0.78,"USFS-PIBO",23.6,20,68,45,"Y"
"9192","1998SPOCA028","1998SPOCA028","Second Creek","DEQ BURP",42.219629,-112.137956,4602944,"PPBV","1","ID16010204BR006_02b",2022,NA,"N","80b","Semiarid Hills and Low Mountains","POC","NorthernXericBasin","Bear River",16010204,"Lower Bear-Malad","Other","1998SPOCA028","1998",NA,3.03333333333333,"< 10 m",24.39,"< 2.5 mm",50,75,54,2.5,NA,NA,NA,39.5,20,72,45,"Y"
"9193","XN-SS-4135","XN-SS-4135","Unnamed","BLM",42.4011,-116.84238,23317174,"PPBV","2","ID17050104SW034_02",2022,NA,"N","80j","Semiarid Uplands","BRO","NorthernXericBasin","Southwest",17050104,"Upper Owyhee",NA,"153211","2014",2014-06-20,2.09,"< 10 m",16.4,"< 2 mm",0,NA,54,NA,0.451664,0.63,"ColumbiaRiverBasin_PIBO",28.3,20,90,45,"Y"
